code,name,type
INDG90002,Enacting Influence,Requisites apply | Subject
PHYC20017,Archaeoastronomy,Subject
PHYC90040,Physics Research Project Pt 3,Requisites apply | Subject
ECOM40002,Bayesian Econometrics,Requisites apply | Subject
ARTS90046,Quantitative Methods,Subject
FNCE90084,Applied Machine Learning in Finance,Requisites apply | Subject
HIST90024,International History,Requisites apply | Subject
LAWS70080,"Online Streaming, Film and TV Law",Quotas apply | Requisites apply | Subject
MUSI90247,Orchestra Audition Preparation 3,Requisites apply | Subject
MEDI90095,Cancer Prevention and Control,Requisites apply | Subject
MGMT90242,Leading and Managing TE Institutions,Subject
AGRI10050,Agricultural Systems Biology,Requisites apply | Subject
MUSI30030,The Music Of Spain,Subject
ABPL90376,Urban Design Thesis,Requisites apply | Subject
CHEM90056,Chemistry Research Project Pt 4 (Cont.),Subject
BUSA90499,Introduction to Business Problems,Subject
FREN20016,French and Francophone Cultural Studies,Requisites apply | Subject
ABPL90339,International Real Estate Economics,Requisites apply | Subject
ELEN90054,Probability and Random Models,Requisites apply | Subject
ABPL90375,Landscape Architecture Design Thesis,Requisites apply | Subject
PSYT90068,Perinatal Psychiatry,Subject
BIOL90037,BioSciences Research Project Pt 5,Subject
MGMT30004,Managing Globally,Requisites apply | Subject
SCIE90034,Communicating Science at Work,Subject
MUSI90152,Second Instrument / Vocal Study 2,Requisites apply | Subject
CHEM90059,Chemistry Research Project Pt 4 (Cont.),Subject
MEDS90020,Principles of Clinical Practice 3,Requisites apply | Subject
ISLM10003,Understanding Islam and Muslim Societies,Subject
FINA20035,Drawing with Anatomy,Quotas apply | Subject
MAST10005,Calculus 1,Requisites apply | Subject
ELEN90027,Linear Systems Theory,Requisites apply | Subject
PHTY90102,Chronic Disease and Disability,Subject
EDUC90988,Clinical Teaching Practice (EC&P) 5,Requisites apply | Subject
MUSI90217,Orchestral Instrument Performance 1,Subject
ISYS90094,Business Analytics and Decision Making,Requisites apply | Subject
PHTY90091,Cardiorespiratory Physiotherapy,Requisites apply | Subject
MUSI40105,Dissertation Part 2,Requisites apply | Subject
POPH90242,Epidemiology 2,Requisites apply | Subject
FOOD90038,MFPI Internship Part 2,Requisites apply | Subject
PLAN30003,Research Methods for Planners,Requisites apply | Subject
ZOOL20006,Comparative Animal Physiology,Quotas apply | Requisites apply | Subject
ACCT90006,Strategic Management Accounting,Requisites apply | Subject
EURO20001,Language and Society in Europe,Requisites apply | Subject
ENGR90026,Engineering Entrepreneurship,Requisites apply | Subject
BUSA90261,Marketing Strategy,Quotas apply | Requisites apply | Subject
MKTG90032,Applied Syndicate Project,Quotas apply | Requisites apply | Subject
EVSC90022,Bushfire Urban Planning,Subject
MUSI90043,Applications of Music in Therapy C,Requisites apply | Subject
EDUC91195,Early Childhood Research Design,Subject
MUSI40013,GradDip Composition 2,Requisites apply | Subject
GEOG30027,"Local Sites, Global Connections",Requisites apply | Subject
BMSC90020,Exploring Neural Circuits and Systems,Subject
PATH30002,Techniques for Investigation of Disease,Quotas apply | Requisites apply | Subject
MUSI20026,Minor Music Performance 2,Requisites apply | Subject
LAWS70452,Human Rights and Climate Change,Quotas apply | Subject
EDUC91208,Promoting Wellbeing in Sec Schools (SI),Subject
FLTV20008,Genre Screenwriting,Requisites apply | Subject
KORE10004,Korean 4,Requisites apply | Subject
GEOG90050,Geography Research Project Part 4,Requisites apply | Subject
BUSA90506,Executive Management 2,Requisites apply | Subject
MUSI90192,Studio Teaching 1,Requisites apply | Subject
EDUC91107,Learning Area Languages 1,Subject
LAWS50108,"Mergers, Acquisitions & Capital Markets",Quotas apply | Requisites apply | Subject
ORAL30001,Oral Health Therapy Research,Requisites apply | Subject
HIST30068,A History of Violence,Quotas apply | Subject
MGMT30015,Managing Work and Your Career,Subject
BUSA90042,Consumer Behaviour,Quotas apply | Requisites apply | Subject
CHEM90025,Chemistry Research Project Pt 1,Subject
DPSS90007,Creative Collaboration (Screen),Subject
EDUC20085,"Singing, Song Writing and Social Change",Quotas apply | Subject
EDUC91044,Positive Psychology and Organisations,Requisites apply | Subject
LAWS70367,Law of Democracy,Quotas apply | Requisites apply | Subject
LAWS90106,Multiculturalism and the State,Quotas apply | Requisites apply | Subject
PHRM20001,Pharmacology: How Drugs Work,Requisites apply | Subject
EDUC91184,Foundations: DigiTech Teaching,Quotas apply | Subject
EDUC91119,Learning Area Visual Arts and Design A1,Subject
DENT90127,Foundation Procedural Skills,Requisites apply | Subject
HLTH90009,Suicide Prevention,Subject
JAPN20003,Japanese 7,Requisites apply | Subject
ASIA70005,MA Research,Requisites apply | Subject
HIST90023,The Writing of Australian History,Requisites apply | Subject
PHYC40013,Physics Research Project Pt2,Requisites apply | Subject
MEDI40014,Biomedicine Research Project Part 1,Requisites apply | Subject
CVEN30010,Geotechnical Modelling and Design,Requisites apply | Subject
LAWS70146,Tax Treaties,Quotas apply | Subject
JAPN30005,Japanese 7,Requisites apply | Subject
LAWS70028,International Trade Law,Quotas apply | Requisites apply | Subject
ANSC90007,Animal Welfare,Subject
LAWS90261,Making Sense of Statutes,Quotas apply | Requisites apply | Subject
SCRN20015,Horror: A Screen and Cultural Genre,Subject
AMGT90013,Arts Operations,Requisites apply | Subject
ANCW20022,History of Greece: Homer to Alexander,Subject
LAWS90208,Law of Construction Delay and Disruption,Quotas apply | Requisites apply | Subject
REHB90012,Rehabilitation Professional Project,Requisites apply | Subject
CVEN90018,Structural Dynamics in Practice,Requisites apply | Subject
ANSC90006,Genetics and Animal Breeding,Subject
ENGL40027,English & Theatre Studies Thesis Part 2,Requisites apply | Subject
NUTR30002,Monitoring Food and Nutrition Intake,Requisites apply | Subject
MUSI20082,Conservatorium Choir 1,Requisites apply | Subject
ARCH30003,Environmental Design- Commercial,Requisites apply | Subject
ARTS90015,Researching Language,Subject
EDUC91157,Learning Area Commerce 3,Requisites apply | Subject
EDUC91266,Learning Area Biology (SI) 3,Requisites apply | Subject
FLTV30018,Animation Lab 3,Requisites apply | Subject
LAWS90004,Disability Human Rights Clinic,Quotas apply | Requisites apply | Subject
AGRI90078,Internship for Agricultural Sciences,Requisites apply | Subject
INDO30006,Indonesian Literature and Film,Requisites apply | Subject
MUSI40102,Thesis Part 2,Requisites apply | Subject
MEDI90139,Regional Anaesthesia - Practical,Requisites apply | Subject
LAWS90092,"Trade, Investment, IP and Health",Quotas apply | Requisites apply | Subject
LAWS90134,Property Law and the City,Quotas apply | Requisites apply | Subject
ABPL90030,Project Evaluation,Requisites apply | Subject
ECON90054,Special Reading Topics in Economics 2,Requisites apply | Subject
ECON40003,International Trade,Requisites apply | Subject
LING30004,Discourse & Pragmatics,Subject
CLAS30013,Latin 5,Requisites apply | Subject
VETS90134,Vet Bioscience: Nervous System,Requisites apply | Subject
ITAL20008,Italian 4,Requisites apply | Subject
EDUC91360,Foundations: Curriculum,Subject
SOCI20017,Sex in Society,Subject
COMP90056,Stream Computing and Applications,Requisites apply | Subject
ABPL90311,Studies in Building Cultures and Markets,Quotas apply | Requisites apply | Subject
GEOL90052,Geology of Precious & Critical Minerals,Requisites apply | Subject
MGMT90168,Managing International Tert Ed,Subject
HEBR10001,Hebrew 1,Requisites apply | Subject
HIST40037,The Long History of Globalisation,Requisites apply | Subject
VETS70002,MVSc (Clinical) Practicum # PT,Requisites apply | Subject
PHYC10007,Physics for Biomedicine,Requisites apply | Subject
MEDI90056,Advanced Anatomy and Doppler Analysis,Requisites apply | Subject
FLTV90041,Producing in Industry: Attachment Part 1,Requisites apply | Overseas | Subject
GEOL90045,Exploration Field Skills,Subject
PHYS40006,Anatomy & Physiology Research Project P2,Requisites apply | Subject
ABPL90446,Edible Urban Futures,Subject
LING30003,First Language Acquisition,Subject
JAPN10009,Reading Japanese Literature,Requisites apply | Subject
MUSI40091,Music Internship,Requisites apply | Subject
LAWS90140,Disputes and Ethics,Requisites apply | Subject
EDUC91009,Professional Learning Capstone (Prim),Requisites apply | Subject
FLTV90038,Creative Development Project,Requisites apply | Subject
ERTH40012,Earth Sciences Research Project Pt2,Requisites apply | Subject
FNCE90057,Ethics In Finance,Requisites apply | Subject
ABPL90325,Prefabrication in Building,Requisites apply | Subject
ABPL90369,Architecture as Spectacle,Subject
PAED90023,Research Dissertation: Minor Thesis,Requisites apply | Subject
SPAN90003,Graduate Spanish A,Requisites apply | Subject
LAWS90095,International Trade and Competition Law,Quotas apply | Requisites apply | Subject
MUSI30047,Music Analysis,Requisites apply | Subject
DENT90140,Structure and Function in Dentistry PT2,Subject
DRAM30037,Theatre Skills 4,Requisites apply | Subject
MKTG30003,Service and Relationship Marketing,Requisites apply | Subject
BUSA90565,Statistical Learning for Analytics,Requisites apply | Subject
POPH90285,Research Project in Public Health Part 2,Requisites apply | Subject
MGMT90304,Indigenous Management and Organisations,Subject
CHIN10003,Chinese 7,Requisites apply | Subject
VETS90121,Vet Bioscience: Cells to Systems,Requisites apply | Subject
ECON90074,Economics Thesis Workshop Part 2,Requisites apply | Subject
AGRI20046,Pacific Field School,Overseas | Subject
PSYC90030,Principles of Psychological Assessment,Requisites apply | Subject
PSYT90006,Child and Adolescent Psychiatry,Subject
EDUC91055,Engaging and Assessing Learners (EC) 3,Requisites apply | Subject
ACTL90013,Actuarial Studies Projects - Part 1,Requisites apply | Subject
ECON10006,Introductory Economics,Subject
ABPL20036,Environmental Building Systems,Requisites apply | Subject
EDUC91072,Humanities Education: F to Year 6,Subject
EDUC91207,Leadership in Schools (SI),Requisites apply | Subject
MGMT90027,International Human Resource Management,Subject
MUSI10059,Conservatorium Choir 2,Requisites apply | Subject
PHTY90127,Sports and Advanced Manual Therapies,Requisites apply | Subject
AUDI90035,Speech and Language Disorders - Advanced,Requisites apply | Subject
MUSI20089,Guitar Ensemble 1,Subject
PSYT90024,Consultation Liaison Psychiatry,Subject
ISLM30017,Contemporary Challenges and Islam,Requisites apply | Subject
ECON90019,International Trade,Requisites apply | Subject
MAST90116,Research Project Part 1,Requisites apply | Subject
JOUR90022,Photojournalism,Quotas apply | Subject
NURS90139,Haematological Oncology Nursing,Subject
EDUC10051,Sports Coaching: Theory and Practice,Quotas apply | Subject
MUSI40076,Musics of the World,Subject
CLRS90010,Data Analysis in Clinical Research,Requisites apply | Subject
HPSC20024,Debating Science in Society,Requisites apply | Subject
BMEN90030,BioDesign Innovation,Requisites apply | Subject
MECM20010,Understanding Global Media,Subject
ABPL90388,Polemic Design in East Asia,Requisites apply | Subject
ABPL90421,Design - Philosophy - Architecture,Subject
BMSC90032,Research Project A (Psych) Part 2,Requisites apply | Subject
LAWS90144,International Sustainable Finance,Quotas apply | Subject
MGMT90231,BioDesign Innovation,Requisites apply | Subject
MUSI10219,Rock Music: From Roots to Retro,Subject
EDUC91209,Learning Area Accounting (SI) 1,Subject
DNCE10027,Dancing the Dance 1,Subject
LAWS90087,Disability Human Rights Law,Quotas apply | Requisites apply | Subject
MUSI90197,Professional Research Project Part 1,Requisites apply | Subject
CWRI30013,Life Writing,Subject
PHRM30008,Drugs: From Discovery to Market,Requisites apply | Subject
CHEN90040,Sustainable Food Processing,Requisites apply | Subject
ISYS10001,Foundations of Information Systems,Subject
ENGL10001,Modern and Contemporary Literature,Subject
SCIE90011,From Lab to Life,Subject
MGMT90300,Indigenous Commercialisation,Subject
BLAW10002,Free Speech and Media Law,Subject
GERM10006,German 5,Requisites apply | Subject
LAWS90119,Law and Public Administration,Quotas apply | Subject
AGRI90097,Australian Agriculture,Subject
CHIN20026,Advanced Chinese Translation,Requisites apply | Subject
LAWS90204,Civil Regulatory Litigation,Quotas apply | Subject
CHEN90013,Process Engineering,Requisites apply | Subject
EDUC90747,Evaluation Capstone,Requisites apply | Subject
JAPN40009,Japanese Thesis Part 2,Requisites apply | Subject
ENST10004,Climate Change and Impacts,Subject
MAST90069,Introduction to String Theory,Requisites apply | Subject
MUSI30260,Medieval and Renaissance Ensemble 1,Subject
ENGR90020,Adv Topics in Biomechanics,Requisites apply | Subject
MAST90108,Data Science Research Project Pt1,Requisites apply | Subject
MUSI20132,Big Band 2 (Breadth),Requisites apply | Subject
EDUC91340,Global Justice and Sustainability,Requisites apply | Subject
SKIL90004,Project Management in Science,Subject
CHEN90030,Chemical Engineering Minor Thesis,Requisites apply | Subject
PSYC40014,Advanced Research Methods in Psychology,Requisites apply | Subject
ENST90002,Social Impact Assessment and Evaluation,Requisites apply | Subject
MUSI20056,Composition 4,Requisites apply | Subject
GENE30004,Genetic Analysis,Requisites apply | Subject
BINF90010,Bioinformatics Research Project Pt 3,Subject
BUSA90568,Adv Bus Analytics: Machine Learning,Requisites apply | Subject
GDES30003,Graphic Design Studio 3,Requisites apply | Subject
EDUC91244,Learning Area Economics (SI) 2,Requisites apply | Subject
RUSS40006,Russian Language & Culture 4A,Subject
BMSC90028,Research Project A (MMS) Part 2,Requisites apply | Subject
MUSI40106,Research Paper (Jazz & Improvisation),Subject
CRIM90010,Crime Prevention: Critical Approaches,Subject
SPAN10002,Spanish 2,Requisites apply | Subject
CRIM20007,Cybercrime and Digital Criminology,Subject
ARTS90040,Advanced Linguistics Analysis A,Requisites apply | Subject
MULT40007,Special Research Topics,Requisites apply | Subject
BUSA90522,Applied Analytics Lab,Requisites apply | Subject
ACCT30002,Enterprise Performance Management,Requisites apply | Subject
EDUC90872,Fundamentals of the Science of Learning,Requisites apply | Subject
ABPL30055,Construction Management,Requisites apply | Subject
EDUC91150,Learning Area Visual Arts and Design B2,Requisites apply | Subject
ABPL90130,Planning Law & Statutory Planning,Subject
LAWS90257,Access to Justice on Country,Quotas apply | Requisites apply | Subject
ABPL90085,Construction History,Requisites apply | Subject
HLTH90016,Creative Practice: Children and Youth,Requisites apply | Subject
LAWS70194,Corporate Equity Fundraising,Quotas apply | Requisites apply | Subject
